,Cell type,X location,Y location,Z location
1523,Pyr in SP layer,224,376,322
1524,Pyr in SP layer,64,568,298
1525,Pyr in SP layer,64,760,314
1526,Pyr in SP layer,368,16,306
1527,Pyr in SP layer,248,824,314
1528,Pyr in SP layer,128,864,322
1529,Pyr in SP layer,168,728,322
1530,Pyr in SP layer,40,400,314
1531,Pyr in SP layer,240,128,290
1532,Pyr in SP layer,328,872,322
1533,Pyr in SP layer,48,832,306
1534,Pyr in SP layer,328,352,306
1535,Pyr in SP layer,112,848,306
1536,Pyr in SP layer,152,512,314
1537,Pyr in SP layer,280,752,322
1538,Pyr in SP layer,248,328,290
1539,Pyr in SP layer,240,64,298
1540,Pyr in SP layer,376,952,314
1541,Pyr in SP layer,312,272,314
1542,Pyr in SP layer,48,400,314
1543,Pyr in SP layer,88,848,322
1544,Pyr in SP layer,0,880,298
1545,Pyr in SP layer,48,24,306
1546,Pyr in SP layer,232,544,298
1547,Pyr in SP layer,144,320,298
1548,Pyr in SP layer,248,120,290
1549,Pyr in SP layer,248,704,290
1550,Pyr in SP layer,352,768,306
1551,Pyr in SP layer,8,192,306
1552,Pyr in SP layer,312,448,314
1553,Pyr in SP layer,232,72,298
1554,Pyr in SP layer,352,872,290
1555,Pyr in SP layer,264,576,314
1556,Pyr in SP layer,32,952,290
1557,Pyr in SP layer,368,208,290
1558,Pyr in SP layer,184,688,314
1559,Pyr in SP layer,256,968,298
1560,Pyr in SP layer,352,464,306
1561,Pyr in SP layer,272,768,322
1562,Pyr in SP layer,248,704,306
1563,Pyr in SP layer,168,72,306
1564,Pyr in SP layer,336,264,322
1565,Pyr in SP layer,80,864,314
1566,Pyr in SP layer,312,176,290
1567,Pyr in SP layer,168,912,290
1568,Pyr in SP layer,392,304,322
1569,Pyr in SP layer,352,432,298
1570,Pyr in SP layer,328,1000,290
1571,Pyr in SP layer,392,728,306
1572,Pyr in SP layer,264,416,290
1573,Pyr in SP layer,136,1000,306
1574,Pyr in SP layer,72,960,306
1575,Pyr in SP layer,88,176,298
1576,Pyr in SP layer,96,912,322
1577,Pyr in SP layer,336,552,322
1578,Pyr in SP layer,360,736,322
1579,Pyr in SP layer,104,480,290
1580,Pyr in SP layer,312,360,290
1581,Pyr in SP layer,160,880,314
1582,Pyr in SP layer,32,320,322
1583,Pyr in SP layer,80,856,290
1584,Pyr in SP layer,80,800,314
1585,Pyr in SP layer,192,944,306
1586,Pyr in SP layer,376,944,322
1587,Pyr in SP layer,104,696,290
1588,Pyr in SP layer,64,64,322
1589,Pyr in SP layer,64,704,306
1590,Pyr in SP layer,48,480,322
1591,Pyr in SP layer,328,552,306
1592,Pyr in SP layer,280,616,298
1593,Pyr in SP layer,128,1000,322
1594,Pyr in SP layer,232,896,306
1595,Pyr in SP layer,96,696,322
1596,Pyr in SP layer,360,240,322
1597,Pyr in SP layer,240,808,322
1598,Pyr in SP layer,64,368,314
1599,Pyr in SP layer,160,672,298
1600,Pyr in SP layer,360,416,298
1601,Pyr in SP layer,40,576,298
1602,Pyr in SP layer,104,800,322
1603,Pyr in SP layer,376,656,314
1604,Pyr in SP layer,200,776,290
1605,Pyr in SP layer,248,408,306
1606,Pyr in SP layer,280,432,298
1607,Pyr in SP layer,72,32,306
1608,Pyr in SP layer,328,80,306
1609,Pyr in SP layer,312,592,306
1610,Pyr in SP layer,288,632,314
1611,Pyr in SP layer,72,856,290
1612,Pyr in SP layer,360,192,322
1613,Pyr in SP layer,320,416,290
1614,Pyr in SP layer,64,416,290
1615,Pyr in SP layer,88,592,298
1616,Pyr in SP layer,184,104,290
1617,Pyr in SP layer,72,560,290
1618,Pyr in SP layer,192,840,322
1619,Pyr in SP layer,40,192,314
1620,Pyr in SP layer,368,112,306
1621,Pyr in SP layer,288,224,314
1622,Pyr in SP layer,400,928,290
1623,Pyr in SP layer,304,488,298
1624,Pyr in SP layer,288,408,290
1625,Pyr in SP layer,192,720,322
1626,Pyr in SP layer,128,856,314
1627,Pyr in SP layer,224,736,306
1628,Pyr in SP layer,232,576,298
1629,Pyr in SP layer,128,264,322
1630,Pyr in SP layer,240,536,314
1631,Pyr in SP layer,64,320,314
1632,Pyr in SP layer,240,384,306
1633,Pyr in SP layer,328,392,322
1634,Pyr in SP layer,216,280,298
1635,Pyr in SP layer,160,432,306
1636,Pyr in SP layer,376,328,306
1637,Pyr in SP layer,144,944,290
1638,Pyr in SP layer,216,752,322
1639,Pyr in SP layer,344,0,314
1640,Pyr in SP layer,232,560,298
1641,Pyr in SP layer,344,792,314
1642,Pyr in SP layer,264,656,322
1643,Pyr in SP layer,320,896,322
1644,Pyr in SP layer,288,184,298
1645,Pyr in SP layer,216,192,306
1646,Pyr in SP layer,336,624,290
1647,Pyr in SP layer,400,552,314
1648,Pyr in SP layer,344,56,290
1649,Pyr in SP layer,0,88,322
1650,Pyr in SP layer,48,168,290
1651,Pyr in SP layer,152,616,298
1652,Pyr in SP layer,48,568,298
1653,Pyr in SP layer,200,904,306
1654,Pyr in SP layer,8,992,314
1655,Pyr in SP layer,192,96,314
1656,Pyr in SP layer,120,264,290
1657,Pyr in SP layer,360,784,306
1658,Pyr in SP layer,224,744,322
1659,Pyr in SP layer,152,24,290
1660,Pyr in SP layer,96,208,298
1661,Pyr in SP layer,224,896,298
1662,Pyr in SP layer,64,160,290
1663,Pyr in SP layer,336,680,290
1664,Pyr in SP layer,280,984,290
1665,Pyr in SP layer,48,832,290
1666,Pyr in SP layer,128,424,322
1667,Pyr in SP layer,200,280,306
1668,Pyr in SP layer,8,336,322
1669,Pyr in SP layer,248,720,290
1670,Pyr in SP layer,88,656,290
1671,Pyr in SP layer,40,992,322
1672,Pyr in SP layer,96,64,290
1673,Pyr in SP layer,32,304,314
1674,Pyr in SP layer,136,960,306
1675,Pyr in SP layer,272,296,298
1676,Pyr in SP layer,200,232,314
1677,Pyr in SP layer,168,144,290
1678,Pyr in SP layer,56,232,298
1679,Pyr in SP layer,400,776,322
1680,Pyr in SP layer,152,728,298
1681,Pyr in SP layer,176,776,314
1682,Pyr in SP layer,216,680,306
1683,Pyr in SP layer,216,704,306
1684,Pyr in SP layer,272,648,298
1685,Pyr in SP layer,200,1000,306
1686,Pyr in SP layer,112,544,322
1687,Pyr in SP layer,0,768,314
1688,Pyr in SP layer,152,496,306
1689,Pyr in SP layer,80,568,298
1690,Pyr in SP layer,24,112,314
1691,Pyr in SP layer,56,264,298
1692,Pyr in SP layer,160,240,322
1693,Pyr in SP layer,376,760,322
1694,Pyr in SP layer,48,928,306
1695,Pyr in SP layer,128,872,298
1696,Pyr in SP layer,328,352,298
1697,Pyr in SP layer,192,96,322
1698,Pyr in SP layer,216,720,322
1699,Pyr in SP layer,336,360,322
1700,Pyr in SP layer,216,480,298
1701,Pyr in SP layer,296,736,290
1702,Pyr in SP layer,304,192,322
1703,Pyr in SP layer,392,680,322
1704,Pyr in SP layer,152,864,306
1705,Pyr in SP layer,184,888,322
1706,Pyr in SP layer,104,560,306
1707,Pyr in SP layer,88,128,322
1708,Pyr in SP layer,72,656,314
1709,Pyr in SP layer,96,416,322
1710,Pyr in SP layer,392,744,290
1711,Pyr in SP layer,328,752,290
1712,Pyr in SP layer,328,64,290
1713,Pyr in SP layer,0,840,314
1714,Pyr in SP layer,40,696,314
1715,Pyr in SP layer,272,520,290
1716,Pyr in SP layer,144,224,306
1717,Pyr in SP layer,296,232,306
1718,Pyr in SP layer,152,808,290
1719,Pyr in SP layer,128,616,298
1720,Pyr in SP layer,40,840,290
1721,Pyr in SP layer,360,456,322
1722,Pyr in SP layer,144,0,290
1723,Pyr in SP layer,24,472,322
1724,Pyr in SP layer,200,896,306
1725,Pyr in SP layer,344,384,298
1726,Pyr in SP layer,200,176,314
1727,Pyr in SP layer,104,152,290
1728,Pyr in SP layer,96,56,306
1729,Pyr in SP layer,312,328,290
1730,Pyr in SP layer,96,272,322
1731,Pyr in SP layer,344,560,306
1732,Pyr in SP layer,40,208,314
1733,Pyr in SP layer,16,776,290
1734,Pyr in SP layer,88,912,290
1735,Pyr in SP layer,80,576,290
1736,Pyr in SP layer,176,560,306
1737,Pyr in SP layer,400,712,322
1738,Pyr in SP layer,96,648,306
1739,Pyr in SP layer,304,760,306
1740,Pyr in SP layer,352,624,306
1741,Pyr in SP layer,400,808,298
1742,Pyr in SP layer,384,608,290
1743,Pyr in SP layer,328,592,290
1744,Pyr in SP layer,144,232,314
1745,Pyr in SP layer,368,264,290
1746,Pyr in SP layer,312,752,306
1747,Pyr in SP layer,360,328,290
1748,Pyr in SP layer,216,240,290
1749,Pyr in SP layer,376,776,298
1750,Pyr in SP layer,104,584,314
1751,Pyr in SP layer,32,720,314
1752,Pyr in SP layer,376,432,298
1753,Pyr in SP layer,96,272,290
1754,Pyr in SP layer,256,96,322
1755,Pyr in SP layer,96,688,298
1756,Pyr in SP layer,192,752,314
1757,Pyr in SP layer,176,888,322
1758,Pyr in SP layer,224,248,322
1759,Pyr in SP layer,320,960,306
1760,Pyr in SP layer,328,144,306
1761,Pyr in SP layer,192,656,298
1762,Pyr in SP layer,104,248,290
1763,Pyr in SP layer,200,736,290
1764,Pyr in SP layer,264,720,306
1765,Pyr in SP layer,328,1000,322
1766,Pyr in SP layer,24,680,314
1767,Pyr in SP layer,48,280,306
1768,Pyr in SP layer,288,160,306
1769,Pyr in SP layer,320,264,306
1770,Pyr in SP layer,248,352,298
1771,Pyr in SP layer,144,128,314
1772,Pyr in SP layer,352,128,298
1773,Pyr in SP layer,56,512,306
1774,Pyr in SP layer,56,384,298
1775,Pyr in SP layer,336,576,314
1776,Pyr in SP layer,0,928,298
1777,Pyr in SP layer,272,688,322
1778,Pyr in SP layer,384,168,298
1779,Pyr in SP layer,312,824,298
1780,Pyr in SP layer,224,936,306
1781,Pyr in SP layer,184,88,306
1782,Pyr in SP layer,280,864,314
1783,Pyr in SP layer,80,208,298
1784,Pyr in SP layer,320,952,322
1785,Pyr in SP layer,64,544,298
1786,Pyr in SP layer,224,232,298
1787,Pyr in SP layer,112,544,314
1788,Pyr in SP layer,200,656,290
1789,Pyr in SP layer,168,704,314
1790,Pyr in SP layer,72,360,314
1791,Pyr in SP layer,344,88,290
1792,Pyr in SP layer,144,64,306
1793,Pyr in SP layer,288,400,290
1794,Pyr in SP layer,256,680,322
1795,Pyr in SP layer,48,560,306
1796,Pyr in SP layer,280,656,314
1797,Pyr in SP layer,88,992,322
1798,Pyr in SP layer,328,880,306
1799,Pyr in SP layer,128,416,314
1800,Pyr in SP layer,32,664,322
1801,Pyr in SP layer,48,720,322
1802,Pyr in SP layer,176,544,322
1803,Pyr in SP layer,96,872,298
1804,Pyr in SP layer,240,656,322
1805,Pyr in SP layer,56,808,306
1806,Pyr in SP layer,296,520,298
1807,Pyr in SP layer,392,920,306
1808,Pyr in SP layer,256,312,306
1809,Pyr in SP layer,40,544,314
1810,Pyr in SP layer,368,304,322
1811,Pyr in SP layer,88,168,290
1812,Pyr in SP layer,96,336,322
1813,Pyr in SP layer,48,320,298
1814,Pyr in SP layer,120,192,290
1815,Pyr in SP layer,264,528,322
1816,Pyr in SP layer,360,672,298
1817,Pyr in SP layer,72,104,314
1818,Pyr in SP layer,88,592,306
1819,Pyr in SP layer,328,856,322
1820,Pyr in SP layer,272,408,322
1821,Pyr in SP layer,288,168,314
1822,Pyr in SP layer,64,976,306
1823,Pyr in SP layer,376,160,314
1824,Pyr in SP layer,352,376,298
1825,Pyr in SP layer,160,192,322
1826,Pyr in SP layer,280,824,298
1827,Pyr in SP layer,368,344,306
1828,Pyr in SP layer,48,232,298
1829,Pyr in SP layer,128,440,314
1830,Pyr in SP layer,128,256,322
1831,Pyr in SP layer,400,816,314
1832,Pyr in SP layer,312,192,298
1833,Pyr in SP layer,304,968,314
1834,Pyr in SP layer,152,48,298
1835,Pyr in SP layer,136,360,314
1836,Pyr in SP layer,128,808,322
1837,Pyr in SP layer,0,144,314
1838,Pyr in SP layer,256,200,322
1839,Pyr in SP layer,152,112,322
1840,Pyr in SP layer,96,872,306
1841,Pyr in SP layer,304,32,290
1842,Pyr in SP layer,112,536,298
1843,Pyr in SP layer,312,912,322
1844,Pyr in SP layer,288,968,322
1845,Pyr in SP layer,88,120,298
1846,Pyr in SP layer,272,328,298
1847,Pyr in SP layer,160,864,314
1848,Pyr in SP layer,64,560,306
1849,Pyr in SP layer,272,608,290
1850,Pyr in SP layer,168,144,322
1851,Pyr in SP layer,264,800,298
1852,Pyr in SP layer,384,776,290
1853,Pyr in SP layer,264,648,298
1854,Pyr in SP layer,104,936,298
1855,Pyr in SP layer,376,536,314
1856,Pyr in SP layer,240,672,290
1857,Pyr in SP layer,56,296,306
1858,Pyr in SP layer,392,88,290
1859,Pyr in SP layer,72,456,306
1860,Pyr in SP layer,248,784,290
1861,Pyr in SP layer,112,776,322
1862,Pyr in SP layer,136,88,314
1863,Pyr in SP layer,88,920,322
1864,Pyr in SP layer,104,568,322
1865,Pyr in SP layer,48,328,290
1866,Pyr in SP layer,288,528,314
1867,Pyr in SP layer,392,48,314
1868,Pyr in SP layer,256,552,298
1869,Pyr in SP layer,320,808,298
1870,Pyr in SP layer,88,240,322
1871,Pyr in SP layer,328,144,290
1872,Pyr in SP layer,232,176,314
1873,Pyr in SP layer,56,648,306
1874,Pyr in SP layer,352,464,298
1875,Pyr in SP layer,120,328,314
1876,Pyr in SP layer,176,352,306
1877,Pyr in SP layer,112,648,314
1878,Pyr in SP layer,32,104,322
1879,Pyr in SP layer,264,872,290
1880,Pyr in SP layer,96,232,306
1881,Pyr in SP layer,104,256,322
1882,Pyr in SP layer,296,256,322
1883,Pyr in SP layer,248,952,322
1884,Pyr in SP layer,80,896,298
1885,Pyr in SP layer,328,280,298
1886,Pyr in SP layer,224,312,290
1887,Pyr in SP layer,80,616,314
1888,Pyr in SP layer,216,128,290
1889,Pyr in SP layer,208,904,306
1890,Pyr in SP layer,88,448,314
1891,Pyr in SP layer,136,400,306
1892,Pyr in SP layer,40,800,322
1893,Pyr in SP layer,112,704,322
1894,Pyr in SP layer,312,856,290
1895,Pyr in SP layer,256,504,290
1896,Pyr in SP layer,248,288,306
1897,Pyr in SP layer,232,520,290
1898,Pyr in SP layer,368,312,322
1899,Pyr in SP layer,152,208,290
1900,Pyr in SP layer,24,480,298
1901,Pyr in SP layer,104,680,322
1902,Pyr in SP layer,96,960,306
1903,Pyr in SP layer,360,48,322
1904,Pyr in SP layer,336,632,322
1905,Pyr in SP layer,376,408,306
1906,Pyr in SP layer,168,816,290
1907,Pyr in SP layer,48,608,290
1908,Pyr in SP layer,120,8,290
1909,Pyr in SP layer,256,496,322
1910,Pyr in SP layer,248,272,290
1911,Pyr in SP layer,64,600,322
1912,Pyr in SP layer,312,336,290
1913,Pyr in SP layer,384,560,314
1914,Pyr in SP layer,312,760,314
1915,Pyr in SP layer,104,552,314
1916,Pyr in SP layer,72,32,298
1917,Pyr in SP layer,160,112,298
1918,Pyr in SP layer,328,976,298
1919,Pyr in SP layer,192,160,322
1920,Pyr in SP layer,248,696,298
1921,Pyr in SP layer,88,856,306
1922,Pyr in SP layer,392,160,322
1923,Pyr in SP layer,216,856,314
1924,Pyr in SP layer,120,640,322
1925,Pyr in SP layer,336,304,322
1926,Pyr in SP layer,112,872,290
1927,Pyr in SP layer,264,608,290
1928,Pyr in SP layer,48,360,298
1929,Pyr in SP layer,248,136,290
1930,Pyr in SP layer,152,80,298
1931,Pyr in SP layer,120,416,290
1932,Pyr in SP layer,216,16,298
1933,Pyr in SP layer,288,0,322
1934,Pyr in SP layer,344,840,306
1935,Pyr in SP layer,160,680,314
1936,Pyr in SP layer,272,496,314
1937,Pyr in SP layer,368,904,306
1938,Pyr in SP layer,48,32,306
1939,Pyr in SP layer,320,8,298
1940,Pyr in SP layer,96,0,306
1941,Pyr in SP layer,8,248,314
1942,Pyr in SP layer,40,744,314
1943,Pyr in SP layer,88,176,290
1944,Pyr in SP layer,80,888,290
1945,Pyr in SP layer,72,48,314
1946,Pyr in SP layer,312,464,298
1947,Pyr in SP layer,352,608,298
1948,Pyr in SP layer,256,856,322
1949,Pyr in SP layer,376,584,298
1950,Pyr in SP layer,272,216,322
1951,Pyr in SP layer,280,472,306
1952,Pyr in SP layer,328,560,322
1953,Pyr in SP layer,264,568,290
1954,Pyr in SP layer,280,320,298
1955,Pyr in SP layer,160,864,322
1956,Pyr in SP layer,136,256,322
1957,Pyr in SP layer,168,616,322
1958,Pyr in SP layer,368,840,322
1959,Pyr in SP layer,32,912,314
1960,Pyr in SP layer,80,720,322
1961,Pyr in SP layer,360,48,290
1962,Pyr in SP layer,368,448,322
1963,Pyr in SP layer,240,8,322
1964,Pyr in SP layer,360,368,290
1965,Pyr in SP layer,184,520,298
1966,Pyr in SP layer,304,928,290
1967,Pyr in SP layer,360,160,314
1968,Pyr in SP layer,24,904,298
1969,Pyr in SP layer,192,944,298
1970,Pyr in SP layer,296,712,322
1971,Pyr in SP layer,8,592,314
1972,Pyr in SP layer,280,880,314
1973,Pyr in SP layer,384,760,290
1974,Pyr in SP layer,208,448,306
1975,Pyr in SP layer,184,80,322
1976,Pyr in SP layer,208,544,298
1977,Pyr in SP layer,264,576,298
1978,Pyr in SP layer,152,880,290
1979,Pyr in SP layer,248,232,290
1980,Pyr in SP layer,128,680,290
1981,Pyr in SP layer,160,200,290
1982,Pyr in SP layer,160,712,298
1983,Pyr in SP layer,320,360,298
1984,Pyr in SP layer,248,56,298
1985,Pyr in SP layer,272,800,322
1986,Pyr in SP layer,384,800,306
1987,Pyr in SP layer,248,936,298
1988,Pyr in SP layer,272,200,306
1989,Pyr in SP layer,256,144,298
1990,Pyr in SP layer,176,144,314
1991,Pyr in SP layer,200,96,298
1992,Pyr in SP layer,264,464,298
1993,Pyr in SP layer,352,840,306
1994,Pyr in SP layer,136,512,322
1995,Pyr in SP layer,232,8,314
1996,Pyr in SP layer,32,104,306
1997,Pyr in SP layer,376,120,322
1998,Pyr in SP layer,136,576,298
1999,Pyr in SP layer,120,360,306
2000,Pyr in SP layer,80,920,290
2001,Pyr in SP layer,384,824,306
2002,Pyr in SP layer,344,152,306
2003,Pyr in SP layer,184,88,290
2004,Pyr in SP layer,360,344,290
2005,Pyr in SP layer,88,184,306
2006,Pyr in SP layer,64,624,290
2007,Pyr in SP layer,328,384,298
2008,Pyr in SP layer,72,576,322
2009,Pyr in SP layer,368,752,314
2010,Pyr in SP layer,304,312,298
2011,Pyr in SP layer,112,488,290
2012,Pyr in SP layer,400,360,314
2013,Pyr in SP layer,384,304,298
2014,Pyr in SP layer,296,80,298
2015,Pyr in SP layer,112,232,298
2016,Pyr in SP layer,360,392,306
2017,Pyr in SP layer,104,336,298
2018,Pyr in SP layer,80,736,290
2019,Pyr in SP layer,72,344,290
2020,Pyr in SP layer,192,760,314
2021,Pyr in SP layer,304,360,306
2022,Pyr in SP layer,200,136,314
2023,Pyr in SP layer,0,760,298
2024,Pyr in SP layer,168,608,290
2025,Pyr in SP layer,232,728,290
2026,Pyr in SP layer,272,448,314
2027,Pyr in SP layer,88,496,290
2028,Pyr in SP layer,136,120,314
2029,Pyr in SP layer,224,944,314
2030,Pyr in SP layer,112,536,322
2031,Pyr in SP layer,152,184,314
2032,Pyr in SP layer,88,136,298
2033,Pyr in SP layer,104,56,298
2034,Pyr in SP layer,16,504,298
2035,Pyr in SP layer,64,360,306
2036,Pyr in SP layer,184,328,306
2037,Pyr in SP layer,264,880,290
2038,Pyr in SP layer,240,968,306
2039,Pyr in SP layer,40,256,322
2040,Pyr in SP layer,336,648,314
2041,Pyr in SP layer,32,976,290
2042,Pyr in SP layer,240,432,322
2043,Pyr in SP layer,360,752,322
2044,Pyr in SP layer,392,344,290
2045,Pyr in SP layer,128,920,314
2046,Pyr in SP layer,184,792,306
2047,Pyr in SP layer,96,976,290
2048,Pyr in SP layer,120,64,298
2049,Pyr in SP layer,280,328,290
2050,Pyr in SP layer,328,680,314
2051,Pyr in SP layer,32,264,322
2052,Pyr in SP layer,48,264,322
2053,Pyr in SP layer,216,696,314
2054,Pyr in SP layer,232,312,322
2055,Pyr in SP layer,360,904,306
2056,Pyr in SP layer,112,792,306
2057,Pyr in SP layer,8,168,306
2058,Pyr in SP layer,384,464,314
2059,Pyr in SP layer,320,216,298
2060,Pyr in SP layer,224,384,322
2061,Pyr in SP layer,72,184,314
2062,Pyr in SP layer,232,712,298
2063,Pyr in SP layer,56,160,298
2064,Pyr in SP layer,320,288,314
2065,Pyr in SP layer,320,464,298
2066,Pyr in SP layer,216,416,322
2067,Pyr in SP layer,24,896,290
2068,Pyr in SP layer,40,384,290
2069,Pyr in SP layer,184,216,322
2070,Pyr in SP layer,352,824,322
2071,Pyr in SP layer,256,296,306
2072,Pyr in SP layer,32,408,298
2073,Pyr in SP layer,216,856,322
2074,Pyr in SP layer,104,928,306
2075,Pyr in SP layer,344,616,298
2076,Pyr in SP layer,88,176,322
2077,Pyr in SP layer,136,192,322
2078,Pyr in SP layer,272,16,290
2079,Pyr in SP layer,80,184,298
2080,Pyr in SP layer,224,768,314
2081,Pyr in SP layer,24,680,298
2082,Pyr in SP layer,32,824,322
2083,Pyr in SP layer,0,40,322
2084,Pyr in SP layer,136,320,322
2085,Pyr in SP layer,72,768,290
2086,Pyr in SP layer,216,288,290
2087,Pyr in SP layer,288,888,314
2088,Pyr in SP layer,376,504,306
2089,Pyr in SP layer,152,808,314
2090,Pyr in SP layer,400,128,290
2091,Pyr in SP layer,304,216,314
2092,Pyr in SP layer,56,512,298
2093,Pyr in SP layer,200,736,298
2094,Pyr in SP layer,0,320,306
2095,Pyr in SP layer,48,952,322
2096,Pyr in SP layer,64,144,306
2097,Pyr in SP layer,296,648,298
2098,Pyr in SP layer,112,736,314
2099,Pyr in SP layer,144,112,306
2100,Pyr in SP layer,152,0,290
2101,Pyr in SP layer,72,848,306
2102,Pyr in SP layer,392,576,314
2103,Pyr in SP layer,288,832,290
2104,Pyr in SP layer,304,184,290
2105,Pyr in SP layer,216,472,322
2106,Pyr in SP layer,384,848,290
2107,Pyr in SP layer,376,440,290
2108,Pyr in SP layer,248,96,298
2109,Pyr in SP layer,128,168,290
2110,Pyr in SP layer,8,832,314
2111,Pyr in SP layer,296,360,306
2112,Pyr in SP layer,136,984,314
2113,Pyr in SP layer,280,696,298
2114,Pyr in SP layer,208,96,298
2115,Pyr in SP layer,128,56,314
2116,Pyr in SP layer,304,224,290
2117,Pyr in SP layer,88,408,290
2118,Pyr in SP layer,240,296,298
2119,Pyr in SP layer,320,720,290
2120,Pyr in SP layer,160,800,306
2121,Pyr in SP layer,224,632,298
2122,Pyr in SP layer,32,216,322
2123,Pyr in SP layer,64,200,322
2124,Pyr in SP layer,320,352,306
2125,Pyr in SP layer,192,976,322
2126,Pyr in SP layer,264,768,322
2127,Pyr in SP layer,256,72,306
2128,Pyr in SP layer,112,944,306
2129,Pyr in SP layer,192,696,306
2130,Pyr in SP layer,272,392,306
2131,Pyr in SP layer,72,728,322
2132,Pyr in SP layer,40,640,314
2133,Pyr in SP layer,168,880,298
2134,Pyr in SP layer,256,480,322
2135,Pyr in SP layer,16,400,306
2136,Pyr in SP layer,344,792,306
2137,Pyr in SP layer,16,312,298
2138,Pyr in SP layer,232,136,314
2139,Pyr in SP layer,312,672,322
2140,Pyr in SP layer,232,736,306
2141,Pyr in SP layer,288,800,298
2142,Pyr in SP layer,232,248,306
2143,Pyr in SP layer,0,800,298
2144,Pyr in SP layer,376,296,298
2145,Pyr in SP layer,176,688,290
2146,Pyr in SP layer,72,96,314
2147,Pyr in SP layer,376,344,298
2148,Pyr in SP layer,40,944,322
2149,Pyr in SP layer,272,936,290
2150,Pyr in SP layer,112,320,298
2151,Pyr in SP layer,224,592,306
2152,Pyr in SP layer,16,208,290
2153,Pyr in SP layer,184,40,298
2154,Pyr in SP layer,16,848,306
2155,Pyr in SP layer,392,496,322
2156,Pyr in SP layer,160,504,306
2157,Pyr in SP layer,376,560,322
2158,Pyr in SP layer,184,272,306
2159,Pyr in SP layer,16,656,306
2160,Pyr in SP layer,40,512,290
2161,Pyr in SP layer,128,712,314
2162,Pyr in SP layer,320,240,298
2163,Pyr in SP layer,112,240,290
2164,Pyr in SP layer,312,792,306
2165,Pyr in SP layer,304,776,290
2166,Pyr in SP layer,368,696,306
2167,Pyr in SP layer,200,872,314
2168,Pyr in SP layer,88,552,306
2169,Pyr in SP layer,392,984,314
2170,Pyr in SP layer,40,360,314
2171,Pyr in SP layer,248,824,306
2172,Pyr in SP layer,352,432,290
2173,Pyr in SP layer,208,488,314
2174,Pyr in SP layer,8,440,298
2175,Pyr in SP layer,96,760,290
2176,Pyr in SP layer,224,120,306
2177,Pyr in SP layer,104,688,298
2178,Pyr in SP layer,368,608,314
2179,Pyr in SP layer,392,968,314
2180,Pyr in SP layer,360,608,314
2181,Pyr in SP layer,320,968,290
2182,Pyr in SP layer,400,832,322
2183,Pyr in SP layer,400,32,290
2184,Pyr in SP layer,40,440,306
2185,Pyr in SP layer,8,880,322
2186,Pyr in SP layer,128,968,322
2187,Pyr in SP layer,72,544,306
2188,Pyr in SP layer,80,544,298
2189,Pyr in SP layer,16,664,314
2190,Pyr in SP layer,56,528,314
2191,Pyr in SP layer,136,368,322
2192,Pyr in SP layer,248,72,290
2193,Pyr in SP layer,224,688,306
2194,Pyr in SP layer,392,8,290
2195,Pyr in SP layer,184,608,290
2196,Pyr in SP layer,8,584,314
2197,Pyr in SP layer,160,640,322
2198,Pyr in SP layer,144,224,322
2199,Pyr in SP layer,360,152,298
2200,Pyr in SP layer,288,280,290
2201,Pyr in SP layer,88,512,298
2202,Pyr in SP layer,120,32,298
2203,Pyr in SP layer,176,256,314
2204,Pyr in SP layer,88,200,314
2205,Pyr in SP layer,376,176,290
2206,Pyr in SP layer,280,536,322
2207,Pyr in SP layer,304,512,306
2208,Pyr in SP layer,344,872,322
2209,Pyr in SP layer,64,440,322
2210,Pyr in SP layer,288,144,298
2211,Pyr in SP layer,232,568,306
2212,Pyr in SP layer,280,992,314
2213,Pyr in SP layer,0,392,290
2214,Pyr in SP layer,64,728,290
2215,Pyr in SP layer,224,656,314
2216,Pyr in SP layer,120,640,314
2217,Pyr in SP layer,72,736,298
2218,Pyr in SP layer,40,184,298
2219,Pyr in SP layer,336,776,290
2220,Pyr in SP layer,256,144,290
2221,Pyr in SP layer,24,184,298
2222,Pyr in SP layer,40,792,298
2223,Pyr in SP layer,320,488,298
2224,Pyr in SP layer,8,752,306
2225,Pyr in SP layer,384,736,322
2226,Pyr in SP layer,136,776,298
2227,Pyr in SP layer,64,768,306
2228,Pyr in SP layer,352,320,298
2229,Pyr in SP layer,32,480,306
2230,Pyr in SP layer,336,176,322
2231,Pyr in SP layer,184,448,314
2232,Pyr in SP layer,0,24,298
2233,Pyr in SP layer,104,32,298
2234,Pyr in SP layer,112,600,298
2235,Pyr in SP layer,64,200,314
2236,Pyr in SP layer,208,80,306
2237,Pyr in SP layer,384,600,298
2238,Pyr in SP layer,248,248,314
2239,Pyr in SP layer,136,552,290
2240,Pyr in SP layer,32,376,306
2241,Pyr in SP layer,112,544,306
2242,Pyr in SP layer,176,64,290
2243,Pyr in SP layer,328,584,290
2244,Pyr in SP layer,0,960,290
2245,Pyr in SP layer,232,608,298
2246,Pyr in SP layer,296,592,298
2247,Pyr in SP layer,144,736,290
2248,Pyr in SP layer,72,968,314
2249,Pyr in SP layer,16,784,298
2250,Pyr in SP layer,88,368,322
2251,Pyr in SP layer,352,56,322
2252,Pyr in SP layer,104,344,290
2253,Pyr in SP layer,256,448,322
2254,Pyr in SP layer,392,112,290
2255,Pyr in SP layer,344,264,298
2256,Pyr in SP layer,24,408,322
2257,Pyr in SP layer,64,40,314
